season_id,week,guest,home,guest_starters_score,home_starters_score,type,end_type,guest_bench_score,home_bench_score,win_type,home_advantage
2025,4,COL,SAL,50,32,SEASON,REGULAR,\N,\N,GUEST,Y
2025,5,PIR,GT,21,43,SEASON,REGULAR,\N,\N,HOME,Y
2025,5,BRO,GOA,35,44,SEASON,REGULAR,\N,\N,HOME,Y
2025,5,PAT,SAL,39,20,SEASON,REGULAR,\N,\N,GUEST,Y
2025,5,VIL,ARR,47,48,SEASON,REGULAR,\N,\N,HOME,Y
2025,5,HAM,COL,10,25,SEASON,REGULAR,\N,\N,HOME,Y
2025,5,TIZ,SKY,19,8,SEASON,REGULAR,\N,\N,GUEST,Y
2025,5,TRO,GAN,46,42,SEASON,REGULAR,\N,\N,GUEST,Y
2025,5,GUE,CHA,25,53,SEASON,REGULAR,\N,\N,HOME,Y
2025,6,CHA,PIR,16,15,SEASON,REGULAR,\N,\N,GUEST,Y
2025,6,GAN,GT,38,37,SEASON,REGULAR,\N,\N,GUEST,Y
2025,6,SAL,BRO,19,33,SEASON,REGULAR,\N,\N,HOME,Y
2025,6,GUE,TRO,19,36,SEASON,REGULAR,\N,\N,HOME,Y
2025,6,ARR,VIL,47,28,SEASON,REGULAR,\N,\N,GUEST,Y
2025,6,SKY,HAM,19,34,SEASON,REGULAR,\N,\N,HOME,Y
2025,6,PAT,TIZ,26,40,SEASON,REGULAR,\N,\N,HOME,Y
2025,6,COL,GOA,43,34,SEASON,REGULAR,\N,\N,GUEST,Y
2025,7,BRO,PIR,19,18,SEASON,REGULAR,\N,\N,GUEST,Y
2025,7,GAN,SAL,41,24,SEASON,REGULAR,\N,\N,GUEST,Y
2025,7,CHA,PAT,12,72,SEASON,REGULAR,\N,\N,HOME,Y
2025,7,SKY,TRO,25,51,SEASON,REGULAR,\N,\N,HOME,Y
2025,7,TIZ,ARR,42,42,SEASON,BENCH,0,1,HOME,Y
2025,7,COL,GUE,43,34,SEASON,REGULAR,\N,\N,GUEST,Y
2025,7,GT,VIL,17,47,SEASON,REGULAR,\N,\N,HOME,Y
2025,7,GOA,HAM,31,35,SEASON,REGULAR,\N,\N,HOME,Y
2025,8,TRO,GUE,43,36,SEASON,REGULAR,\N,\N,GUEST,Y
2025,8,HAM,TIZ,9,32,SEASON,REGULAR,\N,\N,HOME,Y
2025,8,PAT,PIR,25,26,SEASON,REGULAR,\N,\N,HOME,Y
2025,8,GAN,GOA,37,65,SEASON,REGULAR,\N,\N,HOME,Y
2025,8,SAL,GT,40,5,SEASON,REGULAR,\N,\N,GUEST,Y
2025,8,COL,ARR,34,46,SEASON,REGULAR,\N,\N,HOME,Y
2025,8,CHA,VIL,43,36,SEASON,REGULAR,\N,\N,GUEST,Y
2025,8,SKY,BRO,35,19,SEASON,REGULAR,\N,\N,GUEST,Y
2025,9,ARR,TRO,51,38,SEASON,REGULAR,\N,\N,GUEST,Y
2025,9,COL,HAM,10,40,SEASON,REGULAR,\N,\N,HOME,Y
2025,9,PIR,SAL,18,45,SEASON,REGULAR,\N,\N,HOME,Y
2025,9,BRO,GAN,12,68,SEASON,REGULAR,\N,\N,HOME,Y
2025,9,GOA,CHA,49,28,SEASON,REGULAR,\N,\N,GUEST,Y
2025,9,GT,PAT,39,29,SEASON,REGULAR,\N,\N,GUEST,Y
2025,9,VIL,TIZ,41,45,SEASON,REGULAR,\N,\N,HOME,Y
2025,9,GUE,SKY,15,39,SEASON,REGULAR,\N,\N,HOME,Y
2025,10,GAN,CHA,45,27,SEASON,REGULAR,\N,\N,GUEST,Y
2025,10,SAL,PAT,22,40,SEASON,REGULAR,\N,\N,HOME,Y
2025,10,ARR,SKY,30,18,SEASON,REGULAR,\N,\N,GUEST,Y
2025,10,GUE,HAM,26,43,SEASON,REGULAR,\N,\N,HOME,Y
2025,10,VIL,PIR,39,34,SEASON,REGULAR,\N,\N,GUEST,Y
2025,10,GT,TRO,26,50,SEASON,REGULAR,\N,\N,HOME,Y
2025,10,TIZ,GOA,37,45,SEASON,REGULAR,\N,\N,HOME,Y
2025,10,BRO,COL,50,32,SEASON,REGULAR,\N,\N,GUEST,Y
2025,11,PIR,GOA,26,37,SEASON,REGULAR,\N,\N,HOME,Y
2025,11,GT,BRO,38,44,SEASON,REGULAR,\N,\N,HOME,Y
2025,11,TRO,TIZ,29,18,SEASON,REGULAR,\N,\N,GUEST,Y
2025,11,SKY,VIL,30,54,SEASON,REGULAR,\N,\N,HOME,Y
2025,11,GAN,GUE,33,34,SEASON,REGULAR,\N,\N,HOME,Y
2025,11,ARR,CHA,36,19,SEASON,REGULAR,\N,\N,GUEST,Y
2025,11,PAT,COL,30,44,SEASON,REGULAR,\N,\N,HOME,Y
2025,11,SAL,HAM,24,40,SEASON,REGULAR,\N,\N,HOME,Y
2025,12,CHA,GAN,5,38,SEASON,REGULAR,\N,\N,HOME,Y
2025,12,GOA,SAL,36,32,SEASON,REGULAR,\N,\N,GUEST,Y
2025,12,TRO,VIL,41,45,SEASON,REGULAR,\N,\N,HOME,Y
2025,12,COL,SKY,46,29,SEASON,REGULAR,\N,\N,GUEST,Y
2025,12,PIR,GUE,30,36,SEASON,REGULAR,\N,\N,HOME,Y
2025,12,ARR,GT,46,30,SEASON,REGULAR,\N,\N,GUEST,Y
2025,12,HAM,PAT,26,39,SEASON,REGULAR,\N,\N,HOME,Y
2025,12,BRO,TIZ,10,11,SEASON,REGULAR,\N,\N,HOME,Y
2025,13,GAN,PIR,16,42,SEASON,REGULAR,\N,\N,HOME,Y
2025,13,CHA,GT,16,29,SEASON,REGULAR,\N,\N,HOME,Y
2025,13,GOA,PAT,38,32,SEASON,REGULAR,\N,\N,GUEST,Y
2025,13,BRO,SAL,27,52,SEASON,REGULAR,\N,\N,HOME,Y
2025,13,VIL,TRO,19,53,SEASON,REGULAR,\N,\N,HOME,Y
2025,13,ARR,GUE,51,40,SEASON,REGULAR,\N,\N,GUEST,Y
2025,13,COL,TIZ,43,44,SEASON,REGULAR,\N,\N,HOME,Y
2025,13,HAM,SKY,20,54,SEASON,REGULAR,\N,\N,HOME,Y
2025,14,GT,GAN,18,45,SEASON,REGULAR,\N,\N,HOME,Y
2025,14,PIR,CHA,39,29,SEASON,REGULAR,\N,\N,GUEST,Y
2025,14,SAL,GOA,36,40,SEASON,REGULAR,\N,\N,HOME,Y
2025,14,PAT,BRO,54,31,SEASON,REGULAR,\N,\N,GUEST,Y
2025,14,TRO,ARR,33,46,SEASON,REGULAR,\N,\N,HOME,Y
2025,14,GUE,VIL,19,49,SEASON,REGULAR,\N,\N,HOME,Y
2025,14,SKY,COL,30,27,SEASON,REGULAR,\N,\N,GUEST,Y
2025,14,TIZ,HAM,52,31,SEASON,REGULAR,\N,\N,GUEST,Y
2025,15,COL,VIL,49,48,WILDCARD,REGULAR,\N,\N,GUEST,Y
2025,15,CHA,BRO,27,55,WILDCARD,REGULAR,\N,\N,HOME,Y
2025,16,COL,ARR,40,51,DIVISIONAL,REGULAR,\N,\N,HOME,Y
2025,16,TRO,TIZ,47,44,DIVISIONAL,REGULAR,\N,\N,GUEST,Y
2025,16,PAT,GAN,38,36,DIVISIONAL,REGULAR,\N,\N,GUEST,Y
2025,16,BRO,GOA,19,47,DIVISIONAL,REGULAR,\N,\N,HOME,Y
2025,17,TRO,ARR,33,67,CONFERENCE_FINAL,REGULAR,\N,\N,HOME,Y
2025,17,PAT,GOA,31,29,CONFERENCE_FINAL,REGULAR,\N,\N,GUEST,Y
2025,18,PAT,ARR,29,30,NOPAL_BOWL,REGULAR,\N,\N,HOME,N
