season_id,week,guest,home,guest_starters_score,home_starters_score,type,end_type,guest_bench_score,home_bench_score,win_type,home_advantage
2024,6,GT,COL,47,28,SEASON,REGULAR,\N,\N,GUEST,Y
2024,7,CHA,GAN,24,55,SEASON,REGULAR,\N,\N,HOME,Y
2024,7,HAM,COL,47,24,SEASON,REGULAR,\N,\N,GUEST,Y
2024,7,PIR,BRO,59,22,SEASON,REGULAR,\N,\N,GUEST,Y
2024,7,GUE,TIZ,19,33,SEASON,REGULAR,\N,\N,HOME,Y
2024,7,SKY,GT,47,60,SEASON,REGULAR,\N,\N,HOME,Y
2024,7,PAT,TRO,13,40,SEASON,REGULAR,\N,\N,HOME,Y
2024,7,GOA,ARR,32,47,SEASON,REGULAR,\N,\N,HOME,Y
2024,7,VIL,SAL,45,23,SEASON,REGULAR,\N,\N,GUEST,Y
2024,8,SAL,PIR,31,34,SEASON,REGULAR,\N,\N,HOME,Y
2024,8,GT,GOA,45,35,SEASON,REGULAR,\N,\N,GUEST,Y
2024,8,TRO,SKY,41,52,SEASON,REGULAR,\N,\N,HOME,Y
2024,8,VIL,HAM,45,49,SEASON,REGULAR,\N,\N,HOME,Y
2024,8,TIZ,GAN,34,45,SEASON,REGULAR,\N,\N,HOME,Y
2024,8,CHA,COL,30,34,SEASON,REGULAR,\N,\N,HOME,Y
2024,8,ARR,PAT,36,60,SEASON,REGULAR,\N,\N,HOME,Y
2024,8,GUE,BRO,33,33,SEASON,BENCH,39,20,GUEST,Y
2024,9,GAN,CHA,48,37,SEASON,REGULAR,\N,\N,GUEST,Y
2024,9,PIR,GT,40,36,SEASON,REGULAR,\N,\N,GUEST,Y
2024,9,PAT,GOA,30,34,SEASON,REGULAR,\N,\N,HOME,Y
2024,9,COL,HAM,39,38,SEASON,REGULAR,\N,\N,GUEST,Y
2024,9,ARR,TIZ,41,38,SEASON,REGULAR,\N,\N,GUEST,Y
2024,9,SKY,GUE,31,33,SEASON,REGULAR,\N,\N,HOME,Y
2024,9,BRO,VIL,41,29,SEASON,REGULAR,\N,\N,GUEST,Y
2024,9,TRO,SAL,62,27,SEASON,REGULAR,\N,\N,GUEST,Y
2024,10,GOA,BRO,39,41,SEASON,REGULAR,\N,\N,HOME,Y
2024,10,TRO,VIL,31,44,SEASON,REGULAR,\N,\N,HOME,Y
2024,10,GUE,ARR,30,36,SEASON,REGULAR,\N,\N,HOME,Y
2024,10,TIZ,COL,51,29,SEASON,REGULAR,\N,\N,GUEST,Y
2024,10,GAN,PAT,38,21,SEASON,REGULAR,\N,\N,GUEST,Y
2024,10,CHA,SAL,34,29,SEASON,REGULAR,\N,\N,GUEST,Y
2024,10,PIR,SKY,39,37,SEASON,REGULAR,\N,\N,GUEST,Y
2024,10,HAM,GT,44,32,SEASON,REGULAR,\N,\N,GUEST,Y
2024,11,CHA,PIR,20,48,SEASON,REGULAR,\N,\N,HOME,Y
2024,11,GOA,SAL,35,19,SEASON,REGULAR,\N,\N,GUEST,Y
2024,11,COL,TRO,37,50,SEASON,REGULAR,\N,\N,HOME,Y
2024,11,VIL,SKY,53,39,SEASON,REGULAR,\N,\N,GUEST,Y
2024,11,GAN,HAM,36,36,SEASON,BENCH,12,11,GUEST,Y
2024,11,GT,TIZ,34,47,SEASON,REGULAR,\N,\N,HOME,Y
2024,11,GUE,PAT,19,39,SEASON,REGULAR,\N,\N,HOME,Y
2024,11,ARR,BRO,35,49,SEASON,REGULAR,\N,\N,HOME,Y
2024,12,GT,PIR,34,29,SEASON,REGULAR,\N,\N,GUEST,Y
2024,12,BRO,PAT,14,49,SEASON,REGULAR,\N,\N,HOME,Y
2024,12,GUE,TRO,21,55,SEASON,REGULAR,\N,\N,HOME,Y
2024,12,SKY,TIZ,30,46,SEASON,REGULAR,\N,\N,HOME,Y
2024,12,COL,GAN,47,31,SEASON,REGULAR,\N,\N,GUEST,Y
2024,12,HAM,CHA,18,25,SEASON,REGULAR,\N,\N,HOME,Y
2024,12,VIL,GOA,37,38,SEASON,REGULAR,\N,\N,HOME,Y
2024,12,SAL,ARR,15,38,SEASON,REGULAR,\N,\N,HOME,Y
2024,13,GT,GAN,38,52,SEASON,REGULAR,\N,\N,HOME,Y
2024,13,PIR,CHA,36,25,SEASON,REGULAR,\N,\N,GUEST,Y
2024,13,SAL,GOA,26,67,SEASON,REGULAR,\N,\N,HOME,Y
2024,13,PAT,BRO,36,53,SEASON,REGULAR,\N,\N,HOME,Y
2024,13,GUE,VIL,24,41,SEASON,REGULAR,\N,\N,HOME,Y
2024,13,TRO,ARR,59,46,SEASON,REGULAR,\N,\N,GUEST,Y
2024,13,SKY,COL,46,35,SEASON,REGULAR,\N,\N,GUEST,Y
2024,13,TIZ,HAM,22,23,SEASON,REGULAR,\N,\N,HOME,Y
2024,14,GAN,PIR,30,53,SEASON,REGULAR,\N,\N,HOME,Y
2024,14,CHA,GT,36,29,SEASON,REGULAR,\N,\N,GUEST,Y
2024,14,GOA,PAT,38,39,SEASON,REGULAR,\N,\N,HOME,Y
2024,14,BRO,SAL,44,28,SEASON,REGULAR,\N,\N,GUEST,Y
2024,14,VIL,TRO,42,50,SEASON,REGULAR,\N,\N,HOME,Y
2024,14,ARR,GUE,42,19,SEASON,REGULAR,\N,\N,GUEST,Y
2024,14,COL,TIZ,10,60,SEASON,REGULAR,\N,\N,HOME,Y
2024,14,HAM,SKY,24,44,SEASON,REGULAR,\N,\N,HOME,Y
2024,15,GOA,GT,31,42,WILDCARD,REGULAR,\N,\N,HOME,Y
2024,15,SKY,ARR,47,49,WILDCARD,REGULAR,\N,\N,HOME,Y
2024,16,PIR,BRO,31,33,DIVISIONAL,REGULAR,\N,\N,HOME,Y
2024,16,GT,GAN,49,49,DIVISIONAL,BENCH,27,28,HOME,Y
2024,16,VIL,TIZ,42,35,DIVISIONAL,REGULAR,\N,\N,GUEST,Y
2024,16,ARR,TRO,48,50,DIVISIONAL,REGULAR,\N,\N,HOME,Y
2024,17,BRO,GAN,52,41,CONFERENCE_FINAL,REGULAR,\N,\N,GUEST,Y
2024,17,VIL,TRO,35,54,CONFERENCE_FINAL,REGULAR,\N,\N,HOME,Y
2024,18,BRO,TRO,37,34,NOPAL_BOWL,REGULAR,\N,\N,GUEST,N
