season_id,week,guest,home,guest_starters_score,home_starters_score,type,end_type,guest_bench_score,home_bench_score,win_type,home_advantage
2021,9,GT,VIL,46,27,SEASON,REGULAR,,,GUEST,Y
2021,9,PD,PAT,23,50,SEASON,REGULAR,,,HOME,Y
2021,9,BRO,COL,24,41,SEASON,REGULAR,,,HOME,Y
2021,9,TIZ,SAL,15,15,SEASON,BENCH,4,26,HOME,Y
2021,10,PIR,GT,16,49,SEASON,REGULAR,,,HOME,Y
2021,10,BRO,PAT,39,31,SEASON,REGULAR,,,GUEST,Y
2021,10,GAN,SAL,32,13,SEASON,REGULAR,,,GUEST,Y
2021,10,GOA,CHA,51,25,SEASON,REGULAR,,,GUEST,Y
2021,10,PD,TRO,41,49,SEASON,REGULAR,,,HOME,Y
2021,10,VIL,COL,35,14,SEASON,REGULAR,,,GUEST,Y
2021,10,ARR,CAF,30,42,SEASON,REGULAR,,,HOME,Y
2021,10,TIZ,SKY,19,31,SEASON,REGULAR,,,HOME,Y
2021,11,GT,CHA,37,41,SEASON,REGULAR,,,HOME,Y
2021,11,SAL,PAT,21,51,SEASON,REGULAR,,,HOME,Y
2021,11,SKY,VIL,4,40,SEASON,REGULAR,,,HOME,Y
2021,11,CAF,COL,18,37,SEASON,REGULAR,,,HOME,Y
2021,11,PIR,ARR,42,45,SEASON,REGULAR,,,HOME,Y
2021,11,TRO,GAN,46,32,SEASON,REGULAR,,,GUEST,Y
2021,11,TIZ,GOA,25,54,SEASON,REGULAR,,,HOME,Y
2021,11,PD,BRO,21,45,SEASON,REGULAR,,,HOME,Y
2021,12,GAN,PIR,35,43,SEASON,REGULAR,,,HOME,Y
2021,12,TRO,ARR,26,35,SEASON,REGULAR,,,HOME,Y
2021,12,SAL,GT,28,20,SEASON,REGULAR,,,GUEST,Y
2021,12,SKY,PD,36,27,SEASON,REGULAR,,,GUEST,Y
2021,12,CHA,VIL,36,46,SEASON,REGULAR,,,HOME,Y
2021,12,PAT,COL,53,30,SEASON,REGULAR,,,GUEST,Y
2021,12,GOA,CAF,50,41,SEASON,REGULAR,,,GUEST,Y
2021,12,BRO,TIZ,29,36,SEASON,REGULAR,,,HOME,Y
2021,13,GT,PIR,42,37,SEASON,REGULAR,,,GUEST,Y
2021,13,CHA,GAN,29,40,SEASON,REGULAR,,,HOME,Y
2021,13,SAL,GOA,33,36,SEASON,REGULAR,,,HOME,Y
2021,13,PAT,BRO,42,21,SEASON,REGULAR,,,GUEST,Y
2021,13,ARR,TRO,54,58,SEASON,REGULAR,,,HOME,Y
2021,13,VIL,SKY,41,43,SEASON,REGULAR,,,HOME,Y
2021,13,CAF,TIZ,13,53,SEASON,REGULAR,,,HOME,Y
2021,13,COL,PD,21,42,SEASON,REGULAR,,,HOME,Y
2021,14,PIR,CHA,69,48,SEASON,REGULAR,,,GUEST,Y
2021,14,GAN,GT,36,47,SEASON,REGULAR,,,HOME,Y
2021,14,GOA,PAT,41,51,SEASON,REGULAR,,,HOME,Y
2021,14,BRO,SAL,13,31,SEASON,REGULAR,,,HOME,Y
2021,14,TRO,VIL,51,49,SEASON,REGULAR,,,GUEST,Y
2021,14,SKY,ARR,56,33,SEASON,REGULAR,,,GUEST,Y
2021,14,TIZ,COL,32,55,SEASON,REGULAR,,,HOME,Y
2021,14,PD,CAF,41,29,SEASON,REGULAR,,,GUEST,Y
2021,15,CHA,BRO,24,38,WILDCARD,REGULAR,,,HOME,Y
2021,15,ARR,VIL,41,31,WILDCARD,REGULAR,,,GUEST,Y
2021,16,BRO,GOA,37,54,DIVISIONAL,REGULAR,,,HOME,Y
2021,16,PAT,GT,48,47,DIVISIONAL,REGULAR,,,GUEST,Y
2021,16,SKY,PD,29,50,DIVISIONAL,REGULAR,,,HOME,Y
2021,16,ARR,TRO,11,53,DIVISIONAL,REGULAR,,,HOME,Y
2021,17,PAT,GOA,30,57,CONFERENCE_FINAL,REGULAR,,,HOME,Y
2021,17,PD,TRO,35,51,CONFERENCE_FINAL,REGULAR,,,HOME,Y
2021,18,TRO,GOA,40,56,NOPAL_BOWL,REGULAR,,,HOME,N
