2018,1,TIZ,CHA,33,37,SEASON,REGULAR,\N,\N,HOME,Y
2018,1,PD,PIR,31,61,SEASON,REGULAR,\N,\N,HOME,Y
2018,1,COL,GT,33,24,SEASON,REGULAR,\N,\N,GUEST,Y
2018,1,CAF,GAN,32,25,SEASON,REGULAR,\N,\N,GUEST,Y
2018,1,PAT,GOA,56,26,SEASON,REGULAR,\N,\N,GUEST,Y
2018,1,BRO,SAL,33,58,SEASON,REGULAR,\N,\N,HOME,Y
2018,1,VIL,ARR,56,54,SEASON,REGULAR,\N,\N,GUEST,Y
2018,1,TRO,SKY,66,37,SEASON,REGULAR,\N,\N,GUEST,Y
2018,2,CHA,PIR,30,51,SEASON,REGULAR,\N,\N,HOME,Y
2018,2,GT,GAN,18,35,SEASON,REGULAR,\N,\N,HOME,Y
2018,2,SAL,PAT,61,44,SEASON,REGULAR,\N,\N,GUEST,Y
2018,2,GOA,BRO,44,37,SEASON,REGULAR,\N,\N,GUEST,Y
2018,2,SKY,TIZ,33,40,SEASON,REGULAR,\N,\N,HOME,Y
2018,2,TRO,PD,56,47,SEASON,REGULAR,\N,\N,GUEST,Y
2018,2,ARR,COL,33,39,SEASON,REGULAR,\N,\N,HOME,Y
2018,2,VIL,CAF,44,45,SEASON,REGULAR,\N,\N,HOME,Y
2018,3,SAL,VIL,44,45,SEASON,REGULAR,\N,\N,HOME,Y
2018,3,BRO,SKY,36,46,SEASON,REGULAR,\N,\N,HOME,Y
2018,3,GOA,TRO,25,53,SEASON,REGULAR,\N,\N,HOME,Y
2018,3,PAT,ARR,36,37,SEASON,REGULAR,\N,\N,HOME,Y
2018,3,PIR,TIZ,53,42,SEASON,REGULAR,\N,\N,GUEST,Y
2018,3,GT,PD,28,48,SEASON,REGULAR,\N,\N,HOME,Y
2018,3,GAN,COL,72,48,SEASON,REGULAR,\N,\N,GUEST,Y
2018,3,CHA,CAF,29,39,SEASON,REGULAR,\N,\N,HOME,Y
2018,4,GAN,CHA,54,63,SEASON,REGULAR,\N,\N,HOME,Y
2018,4,PIR,GT,22,57,SEASON,REGULAR,\N,\N,HOME,Y
2018,4,VIL,PAT,34,34,SEASON,BENCH,0,1,HOME,Y
2018,4,SKY,SAL,56,43,SEASON,REGULAR,\N,\N,GUEST,Y
2018,4,TRO,BRO,54,50,SEASON,REGULAR,\N,\N,GUEST,Y
2018,4,ARR,GOA,42,42,SEASON,BENCH,0,1,HOME,Y
2018,4,TIZ,CAF,37,56,SEASON,REGULAR,\N,\N,HOME,Y
2018,4,COL,PD,19,43,SEASON,REGULAR,\N,\N,HOME,Y
2018,5,PAT,CHA,31,30,SEASON,REGULAR,\N,\N,GUEST,Y
2018,5,SAL,PIR,47,53,SEASON,REGULAR,\N,\N,HOME,Y
2018,5,BRO,GT,48,37,SEASON,REGULAR,\N,\N,GUEST,Y
2018,5,GOA,GAN,37,40,SEASON,REGULAR,\N,\N,HOME,Y
2018,5,TIZ,VIL,39,44,SEASON,REGULAR,\N,\N,HOME,Y
2018,5,PD,SKY,38,30,SEASON,REGULAR,\N,\N,GUEST,Y
2018,5,COL,TRO,43,46,SEASON,REGULAR,\N,\N,HOME,Y
2018,5,CAF,ARR,41,53,SEASON,REGULAR,\N,\N,HOME,Y
2018,6,GOA,VIL,35,45,SEASON,REGULAR,\N,\N,HOME,Y
2018,6,PAT,SKY,37,40,SEASON,REGULAR,\N,\N,HOME,Y
2018,6,SAL,TRO,68,54,SEASON,REGULAR,\N,\N,GUEST,Y
2018,6,BRO,ARR,50,48,SEASON,REGULAR,\N,\N,GUEST,Y
2018,6,GAN,TIZ,48,47,SEASON,REGULAR,\N,\N,GUEST,Y
2018,6,CHA,PD,54,36,SEASON,REGULAR,\N,\N,GUEST,Y
2018,6,PIR,COL,48,29,SEASON,REGULAR,\N,\N,GUEST,Y
2018,6,GT,CAF,47,29,SEASON,REGULAR,\N,\N,GUEST,Y
2018,7,PIR,PAT,27,41,SEASON,REGULAR,\N,\N,HOME,Y
2018,7,GT,SAL,33,20,SEASON,REGULAR,\N,\N,GUEST,Y
2018,7,GAN,BRO,32,34,SEASON,REGULAR,\N,\N,HOME,Y
2018,7,CHA,GOA,60,28,SEASON,REGULAR,\N,\N,GUEST,Y
2018,7,SKY,VIL,59,43,SEASON,REGULAR,\N,\N,GUEST,Y
2018,7,ARR,TRO,39,57,SEASON,REGULAR,\N,\N,HOME,Y
2018,7,PD,TIZ,28,49,SEASON,REGULAR,\N,\N,HOME,Y
2018,7,CAF,COL,41,24,SEASON,REGULAR,\N,\N,GUEST,Y
2018,8,TIZ,GT,50,43,SEASON,REGULAR,\N,\N,GUEST,Y
2018,8,PD,GAN,46,46,SEASON,BENCH,0,1,HOME,Y
2018,8,COL,CHA,25,38,SEASON,REGULAR,\N,\N,HOME,Y
2018,8,CAF,PIR,41,31,SEASON,REGULAR,\N,\N,GUEST,Y
2018,8,VIL,BRO,48,26,SEASON,REGULAR,\N,\N,GUEST,Y
2018,8,SKY,GOA,39,43,SEASON,REGULAR,\N,\N,HOME,Y
2018,8,TRO,PAT,53,30,SEASON,REGULAR,\N,\N,GUEST,Y
2018,8,ARR,SAL,20,48,SEASON,REGULAR,\N,\N,HOME,Y
2018,9,CHA,GT,25,14,SEASON,REGULAR,\N,\N,GUEST,Y
2018,9,GAN,PIR,48,33,SEASON,REGULAR,\N,\N,GUEST,Y
2018,9,PAT,BRO,41,31,SEASON,REGULAR,\N,\N,GUEST,Y
2018,9,GOA,SAL,29,27,SEASON,REGULAR,\N,\N,GUEST,Y
